STATION,DATE,PRCP,, Value
SF000207470,6/13/1983,0,,
SF000207470,6/14/1983,0,,
SF000207470,6/15/1983,0,,
SF000207470,6/16/1983,0.23,,
SF000207470,6/17/1983,0.06,,
SF000207470,6/18/1983,0,,
SF000207470,6/19/1983,0,,
SF000207470,6/20/1983,0,,
SF000207470,6/21/1983,0.38,,
SF000207470,6/22/1983,2.39,,
SF000207470,6/23/1983,1.15,,
SF000207470,6/24/1983,0.68,,
SF000207470,6/25/1983,0.8,,
SF000207470,6/26/1983,1.8,,
SF000207470,6/27/1983,1.44,,
SF000207470,6/28/1983,0,,
SF000207470,6/29/1983,0,,
SF000207470,6/30/1983,0,,
SF000207470,7/1/1983,0,,
SF000207470,7/2/1983,0,,
SF000207470,7/3/1983,0,,
SF000207470,7/4/1983,0.72,,
SF000207470,7/5/1983,0.19,,
SF000207470,7/6/1983,0,,
SF000207470,7/7/1983,0.18,,
SF000207470,7/8/1983,0,,
SF000207470,7/9/1983,0.92,,
SF000207470,7/10/1983,0.24,,
SF000207470,7/11/1983,0,,
SF000207470,7/12/1983,0.07,,
SF000207470,7/13/1983,0.64,,
SF000207470,7/14/1983,0.17,,
SF000207470,7/15/1983,0,,
SF000207470,7/16/1983,0,,
SF000207470,7/17/1983,0,,
SF000207470,7/18/1983,0,,
SF000207470,7/19/1983,0.07,,
SF000207470,7/20/1983,0,,
SF000207470,7/21/1983,0.5,,
SF000207470,7/22/1983,0,,
SF000207470,7/23/1983,0,,
SF000207470,7/24/1983,0,,
SF000207470,7/25/1983,0,,
SF000207470,7/26/1983,0,,
SF000207470,7/27/1983,0,,
SF000207470,7/28/1983,0,,
SF000207470,7/29/1983,0,,
SF000207470,7/30/1983,0,,
SF000207470,7/31/1983,0,,
SF000207470,8/1/1983,0,,
SF000207470,8/2/1983,0.09,,
SF000207470,8/3/1983,0.37,,
SF000207470,8/4/1983,0.46,,
SF000207470,8/5/1983,0.15,,
SF000207470,8/6/1983,0.31,,
SF000207470,8/7/1983,0,,
SF000207470,8/8/1983,0,,
SF000207470,8/9/1983,0,,
SF000207470,8/10/1983,0,,
SF000207470,8/11/1983,0,,
SF000207470,8/12/1983,0,,
SF000207470,8/13/1983,0,,
SF000207470,8/14/1983,0,,
SF000207470,8/15/1983,0,,
SF000207470,8/16/1983,0.18,,
SF000207470,8/17/1983,0,,
SF000207470,8/18/1983,0,,
SF000207470,8/19/1983,0,,
SF000207470,8/20/1983,0.11,,
SF000207470,8/21/1983,0,,
SF000207470,8/22/1983,0,,
SF000207470,8/23/1983,0,,
SF000207470,8/24/1983,0,,
SF000207470,8/25/1983,0,,
SF000207470,8/26/1983,0.14,,
SF000207470,8/27/1983,0.26,,
SF000207470,8/28/1983,0.61,,
SF000207470,8/29/1983,0,,
SF000207470,8/30/1983,0,,
SF000207470,8/31/1983,0,,
SF000207470,9/1/1983,0,,
SF000207470,9/2/1983,0.07,,
SF000207470,9/3/1983,0.96,,
SF000207470,9/4/1983,0,,
SF000207470,9/5/1983,0,,
SF000207470,9/6/1983,0.41,,
SF000207470,9/7/1983,0,,
SF000207470,9/8/1983,0,,
SF000207470,9/9/1983,0,,
SF000207470,9/10/1983,0.02,,
SF000207470,9/11/1983,0.1,,
SF000207470,9/12/1983,0.41,,
SF000207470,9/13/1983,0,,
SF000207470,9/14/1983,0,,
SF000207470,9/15/1983,0.5,,
SF000207470,9/16/1983,0,,
SF000207470,9/17/1983,0,,
SF000207470,9/18/1983,0,,
SF000207470,9/19/1983,0,,
SF000207470,9/20/1983,0.22,,
SF000207470,9/21/1983,0.18,,
SF000207470,9/22/1983,0.3,,
SF000207470,9/23/1983,0,,
SF000207470,9/24/1983,0,,
SF000207470,9/25/1983,0,,
SF000207470,9/26/1983,0,,
SF000207470,9/27/1983,0,,
SF000207470,9/28/1983,0.19,,
SF000207470,9/29/1983,0,,
SF000207470,9/30/1983,0.17,,
SF000207470,10/1/1983,0.26,,
SF000207470,10/2/1983,0.13,,
SF000207470,10/3/1983,0,,
SF000207470,10/4/1983,0,,
SF000207470,10/5/1983,0,,
SF000207470,10/6/1983,0,,
SF000207470,10/7/1983,0,,
SF000207470,10/8/1983,0,,
SF000207470,10/9/1983,0,,
SF000207470,10/10/1983,0,,
SF000207470,10/11/1983,0,,
SF000207470,10/12/1983,0,,
SF000207470,10/13/1983,0,,
SF000207470,10/14/1983,0,,
SF000207470,10/15/1983,0,,
SF000207470,10/16/1983,0,,
SF000207470,10/17/1983,0,,
SF000207470,10/18/1983,0,,
SF000207470,10/19/1983,0,,
SF000207470,10/20/1983,0,,
SF000207470,10/21/1983,0,,
SF000207470,10/22/1983,0.11,,
SF000207470,10/23/1983,0.06,,
SF000207470,10/24/1983,0,,
SF000207470,10/25/1983,0,,
SF000207470,10/26/1983,0,,
SF000207470,10/27/1983,0,,
SF000207470,10/28/1983,0,,
SF000207470,10/29/1983,0,,
SF000207470,10/30/1983,0,,
SF000207470,10/31/1983,0,,
SF000207470,11/1/1983,0,,
SF000207470,11/2/1983,0,,
SF000207470,11/3/1983,0,,
SF000207470,11/4/1983,0,,
SF000207470,11/5/1983,0,,
SF000207470,11/6/1983,0,,
SF000207470,11/7/1983,0,,
SF000207470,11/8/1983,0,,
SF000207470,11/9/1983,0,,
SF000207470,11/10/1983,0,,
SF000207470,11/11/1983,0,,
SF000207470,11/12/1983,0,,
SF000207470,11/13/1983,0,,
SF000207470,11/14/1983,0,,
SF000207470,11/15/1983,0,,
SF000207470,11/16/1983,0,,
SF000207470,11/17/1983,0,,
SF000207470,11/18/1983,0,,
SF000207470,11/19/1983,0,,
SF000207470,11/20/1983,0,,
SF000207470,11/21/1983,0,,
SF000207470,11/22/1983,0,,
SF000207470,11/23/1983,0.58,,
SF000207470,11/24/1983,0,,
SF000207470,11/25/1983,0,,
SF000207470,11/26/1983,0,,
SF000207470,11/27/1983,0,,
SF000207470,11/28/1983,0,,
SF000207470,11/29/1983,0,,
SF000207470,11/30/1983,0,,
SF000207470,12/1/1983,0,,
SF000207470,12/2/1983,0,,
SF000207470,12/3/1983,0,,
SF000207470,12/4/1983,0,,
SF000207470,12/5/1983,0,,
SF000207470,12/6/1983,0,,
SF000207470,12/7/1983,0,,
SF000207470,12/8/1983,0,,
SF000207470,12/9/1983,0,,
SF000207470,12/10/1983,0,,
SF000207470,12/11/1983,0,,
SF000207470,12/12/1983,0,,
SF000207470,12/13/1983,0,,
SF000207470,12/14/1983,0,,
SF000207470,12/15/1983,0.18,,
SF000207470,12/16/1983,0.22,,
SF000207470,12/17/1983,0,,
SF000207470,12/18/1983,0,,
SF000207470,12/19/1983,0,,
SF000207470,12/20/1983,0,,
SF000207470,12/21/1983,0,,
SF000207470,12/22/1983,0,,
SF000207470,12/23/1983,0,,
SF000207470,12/24/1983,0.19,,
SF000207470,12/25/1983,0,,
SF000207470,12/26/1983,0,,
SF000207470,12/27/1983,0,,
SF000207470,12/28/1983,0,,
SF000207470,12/29/1983,0,,
SF000207470,12/30/1983,0,,
SF000207470,12/31/1983,0,,
SF000207470,1/1/1984,0.03,,
SF000207470,1/2/1984,0,,
SF000207470,1/3/1984,0,,
SF000207470,1/4/1984,0,,
SF000207470,1/5/1984,0,,
SF000207470,1/6/1984,0,,
SF000207470,1/7/1984,0,,
SF000207470,1/8/1984,0,,
SF000207470,1/9/1984,0,,
SF000207470,1/10/1984,0,,
SF000207470,1/11/1984,0.18,,
SF000207470,1/12/1984,0,,
SF000207470,1/13/1984,0,,
SF000207470,1/14/1984,0,,
SF000207470,1/15/1984,0,,
SF000207470,1/16/1984,0,,
SF000207470,1/17/1984,0,,
SF000207470,1/18/1984,0,,
SF000207470,1/19/1984,0,,
SF000207470,1/20/1984,0,,
SF000207470,1/21/1984,0,,
SF000207470,1/22/1984,0,,
SF000207470,1/23/1984,0,,
SF000207470,1/24/1984,0,,
SF000207470,1/25/1984,0,,
SF000207470,1/26/1984,0,,
SF000207470,1/27/1984,0,,
SF000207470,1/28/1984,0,,
SF000207470,1/29/1984,0,,
SF000207470,1/30/1984,0,,
SF000207470,1/31/1984,0,,
SF000207470,2/1/1984,0,,
SF000207470,2/2/1984,0,,
SF000207470,2/3/1984,0,,
SF000207470,2/4/1984,0,,
SF000207470,2/5/1984,0,,
SF000207470,2/6/1984,0.06,,
SF000207470,2/7/1984,0.33,,
SF000207470,2/8/1984,0,,
SF000207470,2/9/1984,0,,
SF000207470,2/10/1984,0,,
SF000207470,2/11/1984,0,,
SF000207470,2/12/1984,0,,
SF000207470,2/13/1984,0,,
SF000207470,2/14/1984,0,,
SF000207470,2/15/1984,0,,
SF000207470,2/16/1984,0,,
SF000207470,2/17/1984,0,,
SF000207470,2/18/1984,0,,
SF000207470,2/19/1984,0,,
SF000207470,2/20/1984,0,,
SF000207470,2/21/1984,0,,
SF000207470,2/22/1984,0,,
SF000207470,2/23/1984,0.03,,
SF000207470,2/24/1984,0,,
SF000207470,2/25/1984,0,,
SF000207470,2/26/1984,0,,
SF000207470,2/27/1984,0,,
SF000207470,2/28/1984,0,,
SF000207470,2/29/1984,0,,
SF000207470,3/1/1984,0.17,,
SF000207470,3/2/1984,0.04,,
SF000207470,3/3/1984,0,,
SF000207470,3/4/1984,0,,
SF000207470,3/5/1984,0,,
SF000207470,3/6/1984,0,,
SF000207470,3/7/1984,0,,
SF000207470,3/8/1984,0,,
SF000207470,3/9/1984,0,,
SF000207470,3/10/1984,0.14,,
SF000207470,3/11/1984,0,,
SF000207470,3/12/1984,0,,
SF000207470,3/13/1984,0,,
SF000207470,3/14/1984,0,,
SF000207470,3/15/1984,0,,
SF000207470,3/16/1984,0,,
SF000207470,3/17/1984,0,,
SF000207470,3/18/1984,0,,
SF000207470,3/19/1984,0,,
SF000207470,3/20/1984,0,,
SF000207470,3/21/1984,0,,
SF000207470,3/22/1984,0,,
SF000207470,3/23/1984,0,,
SF000207470,3/24/1984,0,,
SF000207470,3/25/1984,1.13,,
SF000207470,3/26/1984,0,,
SF000207470,3/27/1984,0,,
SF000207470,3/28/1984,0,,
SF000207470,3/29/1984,0,,
SF000207470,3/30/1984,0,,
SF000207470,3/31/1984,0,,
SF000207470,4/1/1984,0,,
SF000207470,4/2/1984,0,,
SF000207470,4/3/1984,0,,
SF000207470,4/4/1984,0,,
SF000207470,4/5/1984,0,,
SF000207470,4/6/1984,0.06,,
SF000207470,4/7/1984,0.1,,
SF000207470,4/8/1984,0,,
SF000207470,4/9/1984,0,,
SF000207470,4/10/1984,0,,
SF000207470,4/11/1984,0,,
SF000207470,4/12/1984,0,,
SF000207470,4/13/1984,0.28,,
SF000207470,4/14/1984,0,,
SF000207470,4/15/1984,0.52,,
SF000207470,4/16/1984,0,,
SF000207470,4/17/1984,0.19,,
SF000207470,4/18/1984,0,,
SF000207470,4/19/1984,0,,
SF000207470,4/20/1984,0,,
SF000207470,4/21/1984,0,,
SF000207470,4/22/1984,0,,
SF000207470,4/23/1984,0,,
SF000207470,4/24/1984,0,,
SF000207470,4/25/1984,0.24,,
SF000207470,4/26/1984,0.37,,
SF000207470,4/27/1984,0,,
SF000207470,4/28/1984,0,,
SF000207470,4/29/1984,0,,
SF000207470,4/30/1984,0.35,,
SF000207470,5/1/1984,0,,
SF000207470,5/2/1984,0,,
SF000207470,5/3/1984,0,,
SF000207470,5/4/1984,0,,
SF000207470,5/5/1984,0.57,,
SF000207470,5/6/1984,0.81,,
SF000207470,5/7/1984,0,,
SF000207470,5/8/1984,0.2,,
SF000207470,5/9/1984,0,,
SF000207470,5/10/1984,0.19,,
SF000207470,5/11/1984,0.52,,
SF000207470,5/12/1984,0.07,,
SF000207470,5/13/1984,0.74,,
SF000207470,5/14/1984,0.82,,
SF000207470,5/15/1984,1.61,,
SF000207470,5/16/1984,0.3,,
SF000207470,5/17/1984,0.5,,
SF000207470,5/18/1984,0.07,,
SF000207470,5/19/1984,0,,
SF000207470,5/20/1984,0.09,,
SF000207470,5/21/1984,0,,
SF000207470,5/22/1984,0,,
SF000207470,5/23/1984,0,,
SF000207470,5/24/1984,0,,
SF000207470,5/25/1984,0,,
SF000207470,5/26/1984,0.25,,
SF000207470,5/27/1984,0,,
SF000207470,5/28/1984,0,,
SF000207470,5/29/1984,0,,
SF000207470,5/30/1984,0,,
SF000207470,5/31/1984,0,,
SF000207470,6/1/1984,0,,
SF000207470,6/2/1984,0,,
SF000207470,6/3/1984,0.45,,
SF000207470,6/4/1984,0,,
SF000207470,6/5/1984,0,,
SF000207470,6/6/1984,0,,
SF000207470,6/7/1984,0,,
SF000207470,6/8/1984,0,,
SF000207470,6/9/1984,0,,
SF000207470,6/10/1984,0.26,,
SF000207470,6/11/1984,0,,
SF000207470,6/12/1984,0,,
SF000207470,6/13/1984,0,,
SF000207470,6/14/1984,0,,
SF000207470,6/15/1984,0,,
SF000207470,6/16/1984,0,,
SF000207470,6/17/1984,0,,
SF000207470,6/18/1984,0.24,,
SF000207470,6/19/1984,0.25,,
SF000207470,6/20/1984,0,,
SF000207470,6/21/1984,0,,
SF000207470,6/22/1984,0,,
SF000207470,6/23/1984,0,,
SF000207470,6/24/1984,0,,
SF000207470,6/25/1984,0,,
SF000207470,6/26/1984,0,,
SF000207470,6/27/1984,0,,
SF000207470,6/28/1984,0.53,,
SF000207470,6/29/1984,0.06,,
SF000207470,6/30/1984,1,,
SF000207470,7/1/1984,0.41,,
SF000207470,7/2/1984,0.06,,
SF000207470,7/3/1984,0.1,,
SF000207470,7/4/1984,0.05,,
SF000207470,7/5/1984,0.42,,
SF000207470,7/6/1984,0,,
SF000207470,7/7/1984,0,,
SF000207470,7/8/1984,0,,
SF000207470,7/9/1984,0,,
SF000207470,7/10/1984,0,,
SF000207470,7/11/1984,0,,
SF000207470,7/12/1984,0.61,,
SF000207470,7/13/1984,1.12,,
SF000207470,7/14/1984,0.06,,
SF000207470,7/15/1984,0,,
SF000207470,7/16/1984,0,,
SF000207470,7/17/1984,0.21,,
SF000207470,7/18/1984,0.28,,
SF000207470,7/19/1984,0.1,,
SF000207470,7/20/1984,0,,
SF000207470,7/21/1984,0,,
SF000207470,7/22/1984,0,,
SF000207470,7/23/1984,0,,
SF000207470,7/24/1984,0,,
SF000207470,7/25/1984,0,,
SF000207470,7/26/1984,0.03,,
SF000207470,7/27/1984,0,,
SF000207470,7/28/1984,0,,
SF000207470,7/29/1984,0,,
SF000207470,7/30/1984,0,,
SF000207470,7/31/1984,0.05,,
SF000207470,8/1/1984,0,,
SF000207470,8/2/1984,0.76,,
SF000207470,8/3/1984,0.2,,
SF000207470,8/4/1984,0.61,,
SF000207470,8/5/1984,0.07,,
SF000207470,8/6/1984,0,,
SF000207470,8/7/1984,0,,
SF000207470,8/8/1984,0,,
SF000207470,8/9/1984,0,,
SF000207470,8/10/1984,0,,
SF000207470,8/11/1984,0,,
SF000207470,8/12/1984,0.87,,
SF000207470,8/13/1984,0.11,,
SF000207470,8/14/1984,0,,
SF000207470,8/15/1984,0,,
SF000207470,8/16/1984,0,,
SF000207470,8/17/1984,0,,
SF000207470,8/18/1984,0,,
SF000207470,8/19/1984,0,,
SF000207470,8/20/1984,0,,
SF000207470,8/21/1984,0,,
SF000207470,8/22/1984,0,,
SF000207470,8/23/1984,0.02,,
SF000207470,8/24/1984,0,,
SF000207470,8/25/1984,0,,
SF000207470,8/26/1984,0,,
SF000207470,8/27/1984,0,,
SF000207470,8/28/1984,0,,
SF000207470,8/29/1984,0,,
SF000207470,8/30/1984,0,,
SF000207470,8/31/1984,0,,
SF000207470,9/1/1984,0.38,,
SF000207470,9/2/1984,0.93,,
SF000207470,9/3/1984,0.24,,
SF000207470,9/4/1984,0.37,,
SF000207470,9/5/1984,0.67,,
SF000207470,9/6/1984,0.1,,
SF000207470,9/7/1984,0.41,,
SF000207470,9/8/1984,0.35,,
SF000207470,9/9/1984,0.14,,
SF000207470,9/10/1984,0,,
SF000207470,9/11/1984,0.62,,
SF000207470,9/12/1984,0.15,,
SF000207470,9/13/1984,0,,
SF000207470,9/14/1984,0,,
SF000207470,9/15/1984,0,,
SF000207470,9/16/1984,0.26,,
SF000207470,9/17/1984,0,,
SF000207470,9/18/1984,0.04,,
SF000207470,9/19/1984,0,,
SF000207470,9/20/1984,0,,
SF000207470,9/21/1984,0,,
SF000207470,9/22/1984,0,,
SF000207470,9/23/1984,0,,
SF000207470,9/24/1984,0.09,,
SF000207470,9/25/1984,0.08,,
SF000207470,9/26/1984,0,,
SF000207470,9/27/1984,0,,
SF000207470,9/28/1984,0,,
SF000207470,9/29/1984,0,,
SF000207470,9/30/1984,0,,
SF000207470,10/1/1984,0.11,,
SF000207470,10/2/1984,0,,
SF000207470,10/3/1984,0.03,,
SF000207470,10/4/1984,1.22,,
SF000207470,10/5/1984,0.89,,
SF000207470,10/6/1984,0.31,,
SF000207470,10/7/1984,0,,
SF000207470,10/8/1984,0,,
SF000207470,10/9/1984,0,,
SF000207470,10/10/1984,0,,
SF000207470,10/11/1984,0,,
SF000207470,10/12/1984,0,,
SF000207470,10/13/1984,0,,
SF000207470,10/14/1984,0,,
SF000207470,10/15/1984,0,,
SF000207470,10/16/1984,0,,
SF000207470,10/17/1984,0,,
SF000207470,10/18/1984,0.06,,
SF000207470,10/19/1984,0,,
SF000207470,10/20/1984,0,,
SF000207470,10/21/1984,0,,
SF000207470,10/22/1984,0,,
SF000207470,10/23/1984,0,,
SF000207470,10/24/1984,0,,
SF000207470,10/25/1984,0,,
SF000207470,10/26/1984,0,,
SF000207470,10/27/1984,0,,
SF000207470,10/28/1984,0.06,,
SF000207470,10/29/1984,0,,
SF000207470,10/30/1984,0,,
SF000207470,10/31/1984,0,,
SF000207470,11/1/1984,0,,
SF000207470,11/2/1984,0,,
SF000207470,11/3/1984,0,,
SF000207470,11/4/1984,0,,
SF000207470,11/5/1984,0,,
SF000207470,11/6/1984,0,,
SF000207470,11/7/1984,0,,
SF000207470,11/8/1984,0,,
SF000207470,11/9/1984,0,,
SF000207470,11/10/1984,0,,
SF000207470,11/11/1984,0,,
SF000207470,11/12/1984,0,,
SF000207470,11/13/1984,0,,
SF000207470,11/14/1984,0,,
SF000207470,11/15/1984,0,,
SF000207470,11/16/1984,0,,
SF000207470,11/17/1984,0,,
SF000207470,11/18/1984,0,,
SF000207470,11/19/1984,0,,
SF000207470,11/20/1984,0.01,,
SF000207470,11/21/1984,0,,
SF000207470,11/22/1984,0,,
SF000207470,11/23/1984,0,,
SF000207470,11/24/1984,0,,
SF000207470,11/25/1984,0,,
SF000207470,11/26/1984,0,,
SF000207470,11/27/1984,0,,
SF000207470,11/28/1984,0,,
SF000207470,11/29/1984,0,,
SF000207470,11/30/1984,0,,
SF000207470,12/1/1984,0.08,,
SF000207470,12/2/1984,0,,
SF000207470,12/3/1984,0.5,,
SF000207470,12/4/1984,0.48,,
SF000207470,12/5/1984,0,,
SF000207470,12/6/1984,0,,
SF000207470,12/7/1984,0,,
SF000207470,12/8/1984,0,,
SF000207470,12/9/1984,0,,
SF000207470,12/10/1984,0,,
SF000207470,12/11/1984,0,,
SF000207470,12/12/1984,0,,
SF000207470,12/13/1984,0,,
SF000207470,12/14/1984,0,,
SF000207470,12/15/1984,0,,
SF000207470,12/16/1984,0,,
SF000207470,12/17/1984,1.01,,
SF000207470,12/18/1984,0.15,,
SF000207470,12/19/1984,0.22,,
SF000207470,12/20/1984,0,,
SF000207470,12/21/1984,0,,
SF000207470,12/22/1984,0,,
SF000207470,12/23/1984,0.22,,
SF000207470,12/24/1984,0,,
SF000207470,12/25/1984,0,,
SF000207470,12/26/1984,0,,
SF000207470,12/27/1984,0.06,,
SF000207470,12/28/1984,0.06,,
SF000207470,12/29/1984,0,,
SF000207470,12/30/1984,0,,
SF000207470,12/31/1984,0,,
SF000207470,1/1/1985,0,,
SF000207470,1/2/1985,0,,
SF000207470,1/3/1985,0,,
SF000207470,1/4/1985,0,,
SF000207470,1/5/1985,0,,
SF000207470,1/6/1985,0.44,,
SF000207470,1/7/1985,0,,
SF000207470,1/8/1985,0,,
SF000207470,1/9/1985,0,,
SF000207470,1/10/1985,0,,
SF000207470,1/11/1985,0,,
SF000207470,1/12/1985,0,,
SF000207470,1/13/1985,0.18,,
SF000207470,1/14/1985,0,,
SF000207470,1/15/1985,0,,
SF000207470,1/16/1985,0.1,,
SF000207470,1/17/1985,0.11,,
SF000207470,1/18/1985,0,,
SF000207470,1/19/1985,0,,
SF000207470,1/20/1985,0,,
SF000207470,1/21/1985,0,,
SF000207470,1/22/1985,0,,
SF000207470,1/23/1985,0,,
SF000207470,1/24/1985,0,,
SF000207470,1/25/1985,0,,
SF000207470,1/26/1985,0,,
SF000207470,1/27/1985,0,,
SF000207470,1/28/1985,0,,
SF000207470,1/29/1985,0,,
SF000207470,1/30/1985,0,,
SF000207470,1/31/1985,0,,
SF000207470,2/1/1985,0,,
SF000207470,2/2/1985,0,,
SF000207470,2/3/1985,0,,
SF000207470,2/4/1985,0,,
SF000207470,2/5/1985,0,,
SF000207470,2/6/1985,0.18,,
SF000207470,2/7/1985,0.47,,
SF000207470,2/8/1985,0,,
SF000207470,2/9/1985,0,,
SF000207470,2/10/1985,0,,
SF000207470,2/11/1985,0,,
SF000207470,2/12/1985,0,,
SF000207470,2/13/1985,0,,
SF000207470,2/14/1985,0,,
SF000207470,2/15/1985,0,,
SF000207470,2/16/1985,0,,
SF000207470,2/17/1985,0,,
SF000207470,2/18/1985,0,,
SF000207470,2/19/1985,0,,
SF000207470,2/20/1985,0,,
SF000207470,2/21/1985,0,,
SF000207470,2/22/1985,0,,
SF000207470,2/23/1985,0,,
SF000207470,2/24/1985,0,,
SF000207470,2/25/1985,0,,
SF000207470,2/26/1985,0,,
SF000207470,2/27/1985,0,,
SF000207470,2/28/1985,0.56,,
SF000207470,3/1/1985,0.45,,
SF000207470,3/2/1985,0.47,,
SF000207470,3/3/1985,0.06,,
SF000207470,3/4/1985,0,,
SF000207470,3/5/1985,0,,
SF000207470,3/6/1985,0,,
SF000207470,3/7/1985,0,,
SF000207470,3/8/1985,0,,
SF000207470,3/9/1985,0,,
SF000207470,3/10/1985,0,,
SF000207470,3/11/1985,0,,
SF000207470,3/12/1985,0,,
SF000207470,3/13/1985,0.06,,
SF000207470,3/14/1985,1.98,,
SF000207470,3/15/1985,0.17,,
SF000207470,3/16/1985,0,,
SF000207470,3/17/1985,0.11,,
SF000207470,3/18/1985,0.28,,
SF000207470,3/19/1985,0,,
SF000207470,3/20/1985,0,,
SF000207470,3/21/1985,0.3,,
SF000207470,3/22/1985,0,,
SF000207470,3/23/1985,0,,
SF000207470,3/24/1985,0,,
SF000207470,3/25/1985,0,,
SF000207470,3/26/1985,0,,
SF000207470,3/27/1985,0,,
SF000207470,3/28/1985,0,,
SF000207470,3/29/1985,0,,
SF000207470,3/30/1985,0,,
SF000207470,3/31/1985,0,,
SF000207470,4/1/1985,0,,
SF000207470,4/2/1985,0,,
SF000207470,4/3/1985,0,,
SF000207470,4/4/1985,0,,
SF000207470,4/5/1985,0.81,,
SF000207470,4/6/1985,0.83,,
SF000207470,4/7/1985,0,,
SF000207470,4/8/1985,0.05,,
SF000207470,4/9/1985,0,,
SF000207470,4/10/1985,0,,
SF000207470,4/11/1985,0,,
SF000207470,4/12/1985,0,,
SF000207470,4/13/1985,0,,
SF000207470,4/14/1985,0,,
SF000207470,4/15/1985,0,,
SF000207470,4/16/1985,0,,
SF000207470,4/17/1985,0,,
SF000207470,4/18/1985,0.09,,
SF000207470,4/19/1985,0,,
SF000207470,4/20/1985,0,,
SF000207470,4/21/1985,0.14,,
SF000207470,4/22/1985,1.21,,
SF000207470,4/23/1985,0.14,,
SF000207470,4/24/1985,0,,
SF000207470,4/25/1985,0,,
SF000207470,4/26/1985,0,,
SF000207470,4/27/1985,0.45,,
SF000207470,4/28/1985,0,,
SF000207470,4/29/1985,0,,
SF000207470,4/30/1985,0.08,,
SF000207470,5/1/1985,0,,
SF000207470,5/2/1985,0,,
SF000207470,5/3/1985,0,,
SF000207470,5/4/1985,0,,
SF000207470,5/5/1985,0,,
SF000207470,5/6/1985,0,,
SF000207470,5/7/1985,0,,
SF000207470,5/8/1985,0,,
SF000207470,5/9/1985,0,,
SF000207470,5/10/1985,0,,
SF000207470,5/11/1985,0,,
SF000207470,5/12/1985,0,,
SF000207470,5/13/1985,0,,
SF000207470,5/14/1985,0,,
SF000207470,5/15/1985,0,,
SF000207470,5/16/1985,0,,
SF000207470,5/17/1985,0,,
SF000207470,5/18/1985,0,,
SF000207470,5/19/1985,0,,
SF000207470,5/20/1985,0.16,,
SF000207470,5/21/1985,1.07,,
SF000207470,5/22/1985,0.28,,
SF000207470,5/23/1985,0,,
SF000207470,5/24/1985,0,,
SF000207470,5/25/1985,0,,
SF000207470,5/26/1985,0,,
SF000207470,5/27/1985,0.58,,
SF000207470,5/28/1985,0,,
SF000207470,5/29/1985,0,,
SF000207470,5/30/1985,0,,
SF000207470,5/31/1985,0,,
SF000207470,6/1/1985,0,,
SF000207470,6/2/1985,0,,
SF000207470,6/3/1985,0,,
SF000207470,6/4/1985,0,,
SF000207470,6/5/1985,0,,
SF000207470,6/6/1985,0,,
SF000207470,6/7/1985,0,,
SF000207470,6/8/1985,0,,
SF000207470,6/9/1985,0.28,,
SF000207470,6/10/1985,0.28,,
SF000207470,6/11/1985,2.68,,
SF000207470,6/12/1985,1.41,,
SF000207470,6/13/1985,0.07,,
SF000207470,6/14/1985,0,,
SF000207470,6/15/1985,1.29,,
SF000207470,6/16/1985,0,,
SF000207470,6/17/1985,0,,
SF000207470,6/18/1985,0.74,,
SF000207470,6/19/1985,0,,
SF000207470,6/20/1985,0,,
SF000207470,6/21/1985,0.65,,
SF000207470,6/22/1985,0.07,,
SF000207470,6/23/1985,0,,
SF000207470,6/24/1985,0,,
SF000207470,6/25/1985,0,,
SF000207470,6/26/1985,0,,
SF000207470,6/27/1985,0.22,,
SF000207470,6/28/1985,0,,
SF000207470,6/29/1985,0,,
SF000207470,6/30/1985,0,,
SF000207470,7/1/1985,0,,
SF000207470,7/2/1985,0,,
SF000207470,7/3/1985,0,,
SF000207470,7/4/1985,1.25,,
SF000207470,7/5/1985,1.17,,
SF000207470,7/6/1985,0.48,,
SF000207470,7/7/1985,0.76,,
SF000207470,7/8/1985,0.18,,
SF000207470,7/9/1985,0,,
SF000207470,7/10/1985,0.61,,
SF000207470,7/11/1985,0.3,,
SF000207470,7/12/1985,0.02,,
SF000207470,7/13/1985,0,,
SF000207470,7/14/1985,0,,
SF000207470,7/15/1985,0,,
SF000207470,7/16/1985,0,,
SF000207470,7/17/1985,0,,
SF000207470,7/18/1985,0,,
SF000207470,7/19/1985,0,,
SF000207470,7/20/1985,0,,
SF000207470,7/21/1985,0,,
SF000207470,7/22/1985,0,,
SF000207470,7/23/1985,0,,
SF000207470,7/24/1985,0,,
SF000207470,7/25/1985,0.11,,
SF000207470,7/26/1985,0,,
SF000207470,7/27/1985,0,,
SF000207470,7/28/1985,0,,
SF000207470,7/29/1985,0,,
SF000207470,7/30/1985,0,,
SF000207470,7/31/1985,0.61,,
SF000207470,8/1/1985,0,,
SF000207470,8/2/1985,0.68,,
SF000207470,8/3/1985,0,,
SF000207470,8/4/1985,0,,
SF000207470,8/5/1985,1.19,,
SF000207470,8/6/1985,0.65,,
SF000207470,8/7/1985,0,,
SF000207470,8/8/1985,1.01,,
SF000207470,8/9/1985,0,,
SF000207470,8/10/1985,0,,
SF000207470,8/11/1985,0,,
SF000207470,8/12/1985,0,,
SF000207470,8/13/1985,0,,
SF000207470,8/14/1985,0.28,,
SF000207470,8/15/1985,0,,
SF000207470,8/16/1985,0,,
SF000207470,8/17/1985,0.24,,
SF000207470,8/18/1985,0,,
SF000207470,8/19/1985,0,,
